assets,liabilities,buffer,weights,original_stress,additional_stress,original_losses,additional_losses,original_defaults,additional_defaults,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30
19235.912,16889.209,0.08496945,0.0053134756,1.0178501e-06,6.7659385e-06,1.6984179e-05,0.00011549341,0.0,0.0,0.00015699954,0.0008571328,1.2225625e-05,0.00075368356,0.00031563573,4.4841745e-06,0.000111963076,0.00067012286,0.00017148929,8.367645e-05,0.0003157401,0.00019084821,1.3672219e-05,6.1644296e-06,0.00013226227,0.00020027178,0.00016472397,0.00018021552,0.0003711379,6.1863875e-06,0.0003717047,0.00036910202,0.00011589054,0.00057603745,1.877201e-05,3.7273974e-08,0.00043604302,3.1926652e-06,0.0005733365,1.4146248e-07
22937.236,14473.842,0.09014735,0.8044946,1.1529721e-05,1.17857835e-05,8.526997e-05,0.00019893196,0.0,0.0,0.00025473582,0.00026310587,4.9343595e-07,0.0008782758,0.0005435311,1.12758805e-07,2.6492455e-05,5.255053e-06,5.861271e-08,0.0002091534,0.00013624503,3.7212583e-05,0.00015132713,0.00026030358,2.1650125e-05,5.298812e-05,3.314383e-06,0.000732365,0.00061464764,0.00013129353,0.00071381754,0.00024888263,0.00033606097,0.00090622786,9.6157695e-05,6.6276356e-05,9.928841e-09,7.468131e-05,8.3335304e-05,2.6343827e-07
9368.901,5836.2056,0.088094,0.77280957,6.0092247e-05,9.4027906e-05,6.520023e-05,0.0006910535,0.0,0.0,0.00020488311,2.1157712e-05,0.0004912763,2.6368434e-06,0.001012371,0.00035920116,2.9359728e-07,0.00018434816,0.0006032414,3.8074806e-05,0.0011517984,0.00029720092,0.00012999456,0.0008011318,0.0014439669,7.051618e-05,7.637025e-05,3.153812e-06,9.659516e-05,6.2948784e-05,7.438222e-05,0.00019645764,0.0017128605,0.0002460623,0.00033108122,4.8764326e-07,7.9598125e-05,9.241484e-05,0.0002521824,0.00023989214
15888.81,11025.232,0.18244609,0.5484192,5.0015406e-05,2.4054728e-10,0.0005223364,2.1818336e-09,0.0,0.0,0.00010527993,0.00031803298,2.347983e-06,0.0003463341,0.0003449459,0.00033074417,1.2092946e-06,2.3188588e-05,8.0337e-05,0.00010806799,0.000109779015,8.445509e-05,8.971661e-05,9.766312e-05,0.0001536895,0.0001623379,0.00047912027,0.00019944263,1.3847475e-08,9.4123185e-05,0.0004248796,0.00013836658,0.0006145194,6.4942215e-05,0.00013399505,1.49591615e-05,1.153458e-06,9.4577605e-05,0.00018317232,2.0200732e-08
23542.287,15552.671,0.1456662,0.06646333,7.947823e-05,9.8023265e-05,0.0009582245,0.0021503393,0.0,0.0,9.202804e-05,0.00030463294,2.130675e-05,0.00050309603,0.0001371091,2.6700633e-05,0.0011909229,1.5871738e-05,0.00010022296,6.441333e-05,2.6477339e-05,0.0004933041,0.00084662315,2.2527456e-05,0.00015714079,7.127337e-05,0.00014390195,5.67924e-06,0.0007427039,1.8441086e-06,0.00011463983,0.00019362218,2.1570162e-05,3.5190797e-06,0.00030477458,0.0013057374,6.9043876e-05,0.0010745655,2.0737434e-06,5.385431e-07
11041.364,10282.577,0.12550199,0.7665151,3.6658934e-05,8.802585e-05,0.0002470878,0.00081888126,0.0,0.0,0.0006026993,0.0002617019,0.00014442565,0.0005505623,3.1042702e-05,4.8526576e-06,0.0020144973,0.00018020836,2.2280163e-05,7.4202894e-10,1.8926595e-06,1.5647769e-05,0.0014889459,1.4113328e-06,1.6476925e-07,0.00030959808,0.00017068126,0.00020294357,6.127372e-05,3.3219883e-05,2.523167e-09,7.038048e-07,0.00012366562,0.00046949455,0.0005528565,0.00016434958,7.935964e-05,8.035509e-05,0.0003243567,0.00032523833
27595.799,18856.246,0.06878082,0.5837136,5.6558878e-05,2.502349e-05,0.0014193887,0.0005935194,0.0,0.0,3.8849495e-07,0.0001032872,1.0228497e-05,0.00012332699,9.104787e-05,0.00071005046,0.00043963632,3.948329e-08,0.0003989788,0.00021920414,0.00010542636,0.00021500706,0.00013036473,3.7218977e-06,4.2245415e-06,0.0003030345,0.00013621597,0.0004522774,2.319643e-07,0.00022699818,1.4537937e-06,0.0013792403,1.6078628e-05,0.00012117124,4.272889e-06,0.000104240724,0.00041978052,4.3438315e-05,5.3322627e-05,0.00011205039
15361.456,14913.344,0.16652018,0.78195995,1.2006549e-05,1.4993055e-05,0.00017944588,0.00016253529,0.0,0.0,6.7579276e-05,7.771948e-05,8.537798e-05,0.00056065293,0.00016956114,1.2949864e-05,0.00017508207,0.00030403803,3.909363e-06,7.022709e-05,0.0010843499,0.0007718275,0.00024963968,1.6246508e-05,0.0016482385,0.001334768,9.6741e-05,0.00037778946,0.0001524818,4.52503e-06,0.0005732128,1.9311137e-06,0.00040719265,8.738943e-05,0.00029162384,6.1953295e-05,0.000986795,0.00015155748,0.00062461,0.00043161027
18489.97,13461.076,0.1914615,0.751747,2.4350456e-05,0.00010245857,0.00030211406,0.00070875755,0.0,0.0,0.0008177983,0.00010275406,3.5315566e-12,0.0007950576,9.80337e-07,5.9380694e-05,1.224484e-06,0.0006480126,0.0005824709,7.5360886e-06,0.000116506446,0.00017143752,1.6360018e-05,0.00077904825,7.121702e-05,1.3114193e-06,0.0005077507,1.2740029e-05,0.00013267249,1.3188834e-06,0.00090493745,3.9280953e-06,4.74664e-05,0.0004758791,0.00042072166,9.936431e-07,1.3441031e-05,0.00014983417,8.908381e-05,7.972628e-06
15351.616,10273.376,0.16602768,0.80300206,0.00059500115,8.750649e-05,0.007194576,0.00017741407,0.0,0.0,0.00011584719,8.908455e-07,0.00053696433,6.0232787e-06,0.00037854485,7.812193e-07,0.00021091105,0.0016298328,1.7352302e-07,0.00079950254,0.000102800666,2.3284814e-05,0.00025975934,0.00017874391,0.00012628063,2.1266094e-06,4.8694477e-07,0.0001708762,0.00032597632,0.00027218985,0.0001955327,0.00051247154,5.260628e-05,9.287477e-07,2.1316196e-06,0.00016872154,0.00020336521,9.253553e-09,2.8995068e-05,1.4115832e-06
66927.61,60240.566,0.01029737,0.51800805,0.00044025257,1.3574486e-05,0.005168983,0.0008558958,0.0,0.0,7.835862e-05,4.117474e-05,0.0007236651,1.0224684e-06,3.689184e-05,0.00039920653,3.4520074e-11,9.920282e-05,0.0004899605,0.00017983935,0.00030163012,0.0015093317,1.7973516e-05,0.0004536905,8.612552e-05,2.8312468e-07,0.00033867886,4.098173e-06,1.8490155e-10,1.3885652e-05,0.00030702676,4.995753e-05,6.304009e-05,0.0001113054,0.0012334383,1.0210971e-06,0.0008183205,0.00010655536,6.3037885e-07,0.0015971594
21848.809,18578.238,0.13091627,0.14032452,6.660655e-05,0.0010297453,0.00035602407,0.0141181275,0.0,0.0,0.00021911829,0.0010801166,2.8666696e-05,4.1746458e-05,3.7934376e-06,0.00034832757,0.00047524727,0.00012896761,0.0005263,0.00042338326,0.0020678686,0.00015499488,0.00016937082,0.000565742,2.5188456e-07,7.887248e-05,6.5968e-05,0.0001480686,2.1459386e-05,5.95741e-05,0.0011943863,6.664492e-05,0.00083249796,2.6763475e-05,1.0113287e-05,0.0018450248,0.00035678683,0.00032404697,1.3434189e-05,7.5113458e-06
11676.966,9216.797,0.019715723,0.6711575,1.3387743e-06,0.00021833288,1.1879136e-05,0.0009390412,0.0,0.0,0.00012514039,2.6610824e-05,0.0010580141,1.612063e-06,0.0002784245,0.00024939943,3.4761262e-05,7.896792e-06,3.1547686e-05,4.54226e-05,0.00010327158,6.316845e-05,7.348777e-05,5.0824518e-05,6.138482e-05,0.000621574,0.0009949042,0.00047714578,4.785902e-05,0.00010582458,0.00031920648,0.00017729103,7.0721103e-06,1.0581022e-05,9.3988514e-05,5.9345704e-05,3.1750762e-05,7.2413495e-05,4.6187378e-07,1.4183651e-06
36081.19,29263.223,0.058945373,0.6204738,6.467663e-05,6.737232e-05,0.0011393358,0.0005693631,0.0,0.0,3.495977e-05,3.1233217e-06,1.1775045e-05,0.00020511224,5.7287587e-05,2.4261337e-05,9.3909216e-07,0.0008558203,0.00036283757,0.00050648605,9.366377e-05,2.9936466e-05,7.430992e-05,7.3126146e-05,0.00010407112,0.00014268374,0.00026034386,0.00092591095,9.0814014e-05,1.2062074e-05,5.2940145e-06,0.00013094537,0.00084604975,0.00016486728,8.0268466e-05,9.499138e-07,0.00017245076,3.4240648e-07,0.00023765702,1.2446686e-06
10588.183,9246.625,0.021309692,0.7422532,1.0722205e-05,8.10803e-06,5.691972e-05,7.267751e-05,0.0,0.0,2.5071786e-05,2.602342e-05,0.0006723099,7.390413e-05,1.3543277e-06,3.5765883e-05,0.00031219854,2.2821825e-06,0.00043199223,8.0376834e-05,1.9659841e-05,1.1632554e-06,0.0007354726,0.0012366711,0.00045866807,0.00013491098,0.00026663643,4.165199e-08,0.00061651017,4.6347843e-05,3.7981314e-05,0.00016322156,0.00053973997,1.8789509e-06,0.00044248963,3.98663e-05,0.00012343307,1.5784226e-05,0.000863059,0.0006448126
24967.197,17147.791,0.12472114,0.169881,7.743164e-06,0.0001272933,7.302796e-05,0.002710549,0.0,0.0,0.0011476085,2.3816749e-05,0.00024574556,0.0008827996,0.00016659209,0.0005075863,7.703054e-05,3.1565618e-05,5.121356e-05,5.827577e-05,0.0009644966,0.00026562886,0.00069128943,8.319224e-05,0.00038070657,3.1972028e-05,0.0010917421,0.0010490435,2.4933477e-05,3.3594592e-06,0.000133451,6.7076394e-06,2.5773825e-05,0.0015807314,1.5775862e-05,9.099171e-05,1.6460233e-05,0.00048296427,0.0003599722,4.1703144e-05
6796.737,6651.3335,0.14045209,0.1949752,0.000111251036,6.729965e-05,0.0004889384,0.00038105535,0.0,0.0,0.00063328387,1.4153042e-06,2.853285e-05,0.0002677928,0.0002441973,0.0006934572,6.172176e-06,0.0003535953,0.0010768289,0.00011046861,0.0001685837,1.3221459e-05,0.00024655953,3.9278362e-07,0.0006698343,0.00016546428,0.0007939168,1.7100176e-09,0.00020153483,1.8400812e-07,6.228195e-06,3.4860295e-05,3.4584542e-07,0.00064878457,4.0962357e-07,0.0016216846,0.00055994064,0.00010117031,4.4427234e-06,4.1001716e-05
9927.742,9634.093,0.03175265,0.8904095,0.00014791066,3.479591e-07,0.00039155173,2.3510092e-06,0.0,0.0,1.1957768e-05,0.0005678673,9.570308e-06,0.00046637867,5.9189973e-05,1.2930396e-06,3.220451e-05,5.979671e-08,0.00028562883,3.7856575e-05,9.2776594e-05,0.00021483965,1.5463102e-05,0.0001683198,0.00016655868,0.0003692005,0.000846323,0.00012161729,0.0010884587,0.00015228041,1.6535509e-05,9.012958e-05,9.557372e-07,0.00040168344,0.0008854425,0.0016872581,1.1777311e-07,0.0001235617,4.9318973e-05,7.018007e-05
24788.045,20998.541,0.08292939,0.7499778,0.00015872663,1.2706315e-05,0.002613407,0.0001352502,0.0,0.0,6.4092834e-05,2.6261619e-06,7.374104e-05,0.00029685893,0.00035390418,0.00012978115,3.7398015e-05,8.808138e-05,8.043565e-05,8.89552e-07,0.0004926487,4.4838518e-05,7.3291245e-05,1.7813934e-05,2.0758473e-05,0.00030345004,2.1405954e-06,3.8841656e-05,2.8642335e-05,0.00018796674,0.00018085529,0.0006219748,2.246647e-06,4.5361748e-08,9.920363e-05,0.0001188212,0.00037413056,0.000174721,9.1406204e-05,1.4657586e-06
34306.152,23184.994,0.09668494,0.9082285,2.4406134e-07,0.00037374205,2.1469461e-06,0.0047909804,0.0,0.0,1.3595105e-06,9.941263e-07,1.8206072e-05,0.0008876337,0.0001593239,9.020409e-05,4.7107347e-05,0.00022241892,0.00022588299,3.471937e-05,0.00025225192,0.00052727055,1.9015306e-07,9.2382885e-05,0.0004762686,0.00028217418,8.047103e-06,0.00051490305,0.0004901936,0.0008292992,0.00025119007,0.00012399281,0.00016112733,0.00044471645,0.00016523646,0.0022271674,0.00040225417,6.5302543e-06,1.7593164e-05,5.7504098e-05
24411.777,20957.186,0.08012007,0.75871533,0.00018248458,8.777515e-07,0.0007013747,2.307724e-06,0.0,0.0,6.254764e-07,0.00087555585,0.00054851134,0.0014795174,4.6475627e-05,0.00026286228,0.00012409069,4.4388264e-05,7.7020675e-05,1.243615e-08,0.0005313814,0.00039783533,5.4532455e-05,9.4665644e-05,0.0017978054,0.0007130595,9.9299155e-05,0.00039181023,7.53248e-05,0.0003061747,0.00018962195,0.00038722975,0.00022319163,0.00018765521,0.00047975115,0.00067103084,8.171954e-05,0.00105886,0.00047016906,0.0012210564
20549.893,12893.7295,0.03299475,0.59715533,0.00031151247,7.826706e-05,0.0025434752,0.0013675197,0.0,0.0,4.840496e-05,0.0014356103,0.00057957496,0.0007640563,4.8480884e-05,3.389793e-05,0.00051384047,1.3300603e-06,0.00037251165,0.00021469856,0.00018481759,4.125812e-05,1.1378188e-05,2.0837606e-06,0.00019956549,2.089841e-06,0.00026788696,0.0001508183,0.0006776278,7.2357085e-07,0.0014644777,0.0009552198,1.0588831e-05,1.3086e-07,3.393473e-05,0.00027120332,0.00063825527,0.00030332495,3.2956847e-05,1.251584e-07
18385.871,11245.681,0.08960008,0.6541327,7.083825e-05,0.00029446214,0.0004011805,0.00096741435,0.0,0.0,1.0187671e-05,2.670946e-05,3.4949968e-05,0.00039289266,0.0003288225,7.596043e-05,0.0008935799,0.0007919619,0.00010831348,3.571787e-06,0.00024566977,0.000108660715,7.546738e-08,0.0006227457,8.07179e-05,5.0237765e-09,6.7717694e-05,5.495989e-06,0.00013200172,0.0001716895,0.0005692605,2.0919038e-05,0.0002546524,0.0003290797,0.0014343434,0.00034701533,0.00064094714,0.00054633943,1.4390212e-05,0.00015811935
9071.444,6331.1377,0.15272383,0.8891279,9.026011e-05,0.0010128097,0.0007369863,0.0061344034,0.0,0.0,0.0020175574,0.0008966967,0.0015159436,5.763568e-05,0.00069068617,5.0980866e-06,0.00017369428,5.1465122e-05,2.3501352e-05,0.00029335005,0.0025874116,8.007416e-05,0.00010108357,1.8388664e-07,9.3172515e-05,4.692831e-05,4.724231e-05,0.0011835479,0.00027405296,0.00072935346,0.00036822158,5.069896e-05,0.00015840573,4.773193e-05,7.503035e-05,9.1150534e-05,4.6609224e-05,0.00035282652,0.0001592658,7.9713955e-06
14301.125,11094.766,0.023491457,0.57880676,0.0001631657,3.5338844e-06,0.0003487535,2.7981534e-05,0.0,0.0,0.0009804184,0.00022837469,8.570937e-05,1.2437162e-05,1.2501538e-05,0.0005483491,0.00039878106,0.0005132966,0.00022013742,2.7818916e-05,0.0006557749,5.71163e-05,0.00023567294,0.0013609432,3.4498116e-05,0.00023495228,2.6079135e-05,1.5953943e-05,0.00037905766,0.00031510083,4.5310608e-05,0.00018578651,4.577356e-05,0.00061159435,0.00048481888,9.094353e-06,1.428251e-05,4.6182122e-05,0.00058667344,0.0034069114
